Date,D2-B,D2-D,D6-D,D6-E,D6-I,D6-J,D6-S,D6-AB,D7-B,Label_D6-E,Label_D6-S,Label_D6-AB
"1月 05, 1990",1,1,0,0,1,1,0,1,1,1,1,1
"1月 12, 1990",1,0,1,1,1,1,1,1,1,0,1,1
"1月 19, 1990",1,0,0,0,1,1,1,1,0,0,1,1
"1月 26, 1990",1,1,0,0,1,1,1,1,0,1,1,1
"2月 02, 1990",1,0,1,1,1,1,1,1,1,0,1,0
"2月 09, 1990",0,0,0,0,1,1,1,0,0,0,1,0
"2月 16, 1990",0,0,0,0,1,0,1,0,0,0,1,0
"2月 23, 1990",0,1,0,0,1,1,1,0,0,1,0,0
"3月 02, 1990",0,0,1,1,1,1,0,0,1,1,0,0
"3月 09, 1990",0,0,1,1,0,0,0,0,1,0,1,0
"3月 16, 1990",0,0,0,0,0,0,1,0,1,1,0,0
"3月 23, 1990",0,0,1,1,0,0,0,0,1,1,0,0
"3月 30, 1990",1,0,1,1,0,0,0,0,1,1,0,0
"4月 06, 1990",0,0,1,1,0,0,0,0,1,1,1,0
"4月 13, 1990",1,0,1,1,0,0,1,0,0,0,0,0
"4月 20, 1990",1,0,0,0,0,0,0,0,0,1,0,1
"4月 27, 1990",0,1,1,1,0,1,0,1,1,0,0,1
"5月 04, 1990",1,0,1,0,0,0,0,1,0,1,0,1
"5月 11, 1990",0,0,1,1,0,0,0,1,1,1,1,1
"5月 18, 1990",1,0,1,1,0,0,1,1,1,1,1,1
"5月 25, 1990",1,0,1,1,1,1,1,1,0,1,1,1
"6月 01, 1990",0,0,1,1,1,1,1,1,0,1,0,1
"6月 08, 1990",0,0,1,1,0,0,0,1,0,0,1,1
"6月 15, 1990",1,0,0,0,1,1,1,1,0,1,0,1
"6月 22, 1990",0,0,1,1,0,0,0,1,1,1,0,1
"6月 29, 1990",1,0,1,1,0,1,0,1,0,0,0,1
"7月 06, 1990",1,0,0,0,0,0,0,1,0,1,1,1
"7月 13, 1990",1,0,1,1,1,1,1,1,0,0,0,1
"7月 20, 1990",1,1,0,0,1,1,0,1,0,1,1,1
"7月 27, 1990",1,0,1,1,0,0,1,1,1,0,1,0
"8月 03, 1990",1,0,0,0,1,1,1,0,0,0,0,1
"8月 10, 1990",0,0,0,0,0,0,0,1,0,1,0,1
"8月 17, 1990",0,0,1,1,1,1,0,1,1,1,0,1
"8月 24, 1990",1,0,1,1,0,0,0,1,1,0,0,1
"8月 31, 1990",0,0,0,0,0,1,0,1,0,1,1,1
"9月 07, 1990",1,0,1,1,1,1,1,1,1,0,1,1
"9月 14, 1990",1,0,0,0,1,1,1,1,0,0,1,1
"9月 21, 1990",0,0,0,0,1,1,1,1,0,0,1,0
"9月 28, 1990",0,1,0,0,1,1,1,0,0,0,1,0
"10月 05, 1990",0,0,0,0,1,1,1,0,1,0,0,1
"10月 12, 1990",0,0,0,0,1,1,0,1,0,0,0,1
"10月 19, 1990",0,0,0,0,0,0,0,1,1,1,0,1
"10月 26, 1990",0,1,1,1,1,1,0,1,1,1,1,0
"11月 02, 1990",1,0,1,1,0,0,1,0,1,1,0,0
"11月 09, 1990",0,0,1,1,0,0,0,0,1,0,0,0
"11月 16, 1990",1,0,0,0,0,0,0,0,0,0,1,0
"11月 23, 1990",1,0,0,0,1,1,1,0,0,1,1,0
"11月 30, 1990",1,1,1,1,1,1,1,0,0,0,0,0
"12月 07, 1990",0,0,0,0,1,1,0,0,0,0,1,0
"12月 14, 1990",1,0,0,0,1,1,1,0,0,1,0,0
"12月 21, 1990",1,0,1,1,0,0,0,0,1,0,1,1
"12月 28, 1990",1,0,0,0,0,0,1,1,0,0,1,0
"1月 04, 1991",0,0,0,0,0,0,1,0,0,1,0,0
"1月 11, 1991",1,0,1,1,0,0,0,0,1,0,1,0
"1月 18, 1991",1,0,0,0,0,0,1,0,0,0,1,0
"1月 25, 1991",1,0,0,0,1,1,1,0,1,1,1,0
"2月 01, 1991",1,0,1,1,1,1,1,0,0,1,1,0
"2月 08, 1991",1,0,1,1,1,1,1,0,0,1,1,0
"2月 15, 1991",0,0,1,1,1,1,1,0,1,0,1,0
"2月 22, 1991",1,0,0,0,0,0,1,0,0,0,0,0
"3月 01, 1991",1,0,0,0,0,0,0,0,0,0,0,0
"3月 08, 1991",0,0,0,0,0,0,0,0,0,1,0,0
"3月 15, 1991",0,0,1,1,0,0,0,0,1,1,0,1
"3月 22, 1991",0,0,0,1,0,0,0,1,1,1,1,0
"3月 29, 1991",0,0,1,1,1,1,1,0,1,0,0,0
"4月 05, 1991",1,0,0,0,0,0,0,0,0,1,0,1
"4月 12, 1991",1,0,1,1,0,0,0,1,1,0,0,1
"4月 19, 1991",1,0,0,0,0,1,0,1,0,1,0,1
"4月 26, 1991",1,1,1,1,1,1,0,1,1,0,1,1
"5月 03, 1991",1,0,0,0,1,1,1,1,0,0,0,1
"5月 10, 1991",1,0,0,0,1,1,0,1,0,1,1,0
"5月 17, 1991",0,0,1,1,1,1,1,0,1,0,1,1
"5月 24, 1991",1,1,0,0,1,1,1,1,0,1,0,1
"5月 31, 1991",1,0,1,1,1,1,0,1,1,1,1,0
"6月 07, 1991",0,0,1,1,1,1,1,0,0,1,1,1
"6月 14, 1991",1,0,1,1,1,1,1,1,0,0,1,1
"6月 21, 1991",1,0,0,0,0,0,1,1,0,0,0,0
"6月 28, 1991",0,1,0,0,0,0,0,0,0,1,1,1
"7月 05, 1991",0,0,1,1,0,0,1,1,1,0,0,1
"7月 12, 1991",0,0,0,0,0,0,0,1,1,0,0,1
"7月 19, 1991",1,0,0,0,1,1,0,1,0,0,0,1
"7月 26, 1991",0,1,0,0,0,0,0,1,0,1,0,1
"8月 02, 1991",0,0,1,1,0,0,0,1,0,1,1,1
"8月 09, 1991",1,0,1,1,0,0,1,1,0,0,0,0
"8月 16, 1991",1,0,0,0,0,1,0,0,0,1,1,1
"8月 23, 1991",1,1,1,1,1,1,1,1,1,1,0,1
"8月 30, 1991",1,0,1,1,1,1,0,1,0,0,1,1
"9月 06, 1991",1,0,0,0,1,1,1,1,0,0,0,1
"9月 13, 1991",0,0,0,0,1,1,0,1,0,1,1,1
"9月 20, 1991",0,0,1,1,0,0,1,1,1,1,0,1
"9月 27, 1991",0,0,1,1,1,1,0,1,1,0,0,0
"10月 04, 1991",1,0,0,0,1,1,0,0,1,1,1,1
"10月 11, 1991",0,0,1,1,0,0,1,1,1,0,0,0
"10月 18, 1991",0,0,0,0,0,0,0,0,1,1,0,1
"10月 25, 1991",0,1,1,1,0,0,0,1,1,0,1,1
"11月 01, 1991",0,0,0,0,0,0,1,1,0,1,0,0
"11月 08, 1991",0,0,1,1,0,0,0,0,1,1,0,1
"11月 15, 1991",1,0,1,1,0,0,0,1,1,0,0,1
"11月 22, 1991",1,0,0,0,1,1,0,1,0,0,1,1
"11月 29, 1991",0,0,0,0,1,1,1,1,0,1,1,1
"12月 06, 1991",0,0,1,1,1,1,1,1,1,0,1,1
"12月 13, 1991",1,0,0,0,1,1,1,1,0,0,0,0
"12月 20, 1991",1,0,0,0,1,1,0,0,0,0,0,1
"12月 27, 1991",0,0,0,0,1,1,0,1,0,1,1,1
"1月 03, 1992",0,0,1,1,1,1,1,1,1,1,0,0
"1月 10, 1992",1,0,1,1,1,1,0,0,1,0,1,0
"1月 17, 1992",0,0,0,0,1,1,1,0,1,1,0,0
"1月 24, 1992",0,0,1,1,0,0,0,0,1,0,0,0
"1月 31, 1992",0,0,0,0,0,0,0,0,1,0,1,0
"2月 07, 1992",1,0,0,0,0,0,1,0,1,0,1,0
"2月 14, 1992",0,0,0,0,1,1,1,0,1,1,1,0
"2月 21, 1992",1,0,1,1,0,0,1,0,1,1,1,0
"2月 28, 1992",0,1,1,1,1,1,1,0,1,1,0,0
"3月 06, 1992",1,0,1,1,0,0,0,0,1,0,1,1
"3月 13, 1992",1,0,0,0,1,0,1,1,0,1,0,0
"3月 20, 1992",1,0,1,1,0,0,0,0,0,0,0,0
"3月 27, 1992",1,0,0,0,0,0,0,0,0,0,1,0
"4月 03, 1992",1,0,0,0,0,0,1,0,0,1,0,0
"4月 10, 1992",0,0,1,1,0,0,0,0,1,1,0,1
"4月 17, 1992",1,0,1,1,1,1,0,1,1,1,1,1
"4月 24, 1992",1,1,1,1,0,0,1,1,0,1,0,0
"5月 01, 1992",0,0,1,1,0,0,0,0,1,0,1,0
"5月 08, 1992",0,0,0,0,0,0,1,0,0,1,0,0
"5月 15, 1992",1,0,1,1,1,1,0,0,0,0,1,1
"5月 22, 1992",0,0,0,0,1,1,1,1,0,0,1,1
"5月 29, 1992",1,1,0,0,0,0,1,1,0,1,0,0
"6月 05, 1992",1,0,1,1,1,1,0,0,0,1,1,1
"6月 12, 1992",0,0,1,1,1,1,1,1,0,0,1,1
"6月 19, 1992",1,0,0,0,1,1,1,1,0,0,1,1
"6月 26, 1992",1,1,0,0,1,0,1,1,0,0,0,1
"7月 03, 1992",0,0,0,0,0,0,0,1,0,1,0,1
"7月 10, 1992",1,0,1,1,0,0,0,1,1,0,1,1
"7月 17, 1992",0,0,0,0,0,0,1,1,0,0,0,1
"7月 24, 1992",0,0,0,0,0,0,0,1,0,1,0,1
"7月 31, 1992",0,0,1,1,0,0,0,1,1,0,1,1
"8月 07, 1992",1,0,0,0,0,0,1,1,0,0,1,1
"8月 14, 1992",0,0,0,0,0,0,1,1,0,1,0,1
"8月 21, 1992",0,0,1,1,0,0,0,1,1,0,1,1
"8月 28, 1992",0,0,0,0,0,0,1,1,0,1,0,0
"9月 04, 1992",0,0,1,1,0,0,0,0,1,0,1,1
"9月 11, 1992",1,0,0,0,1,0,1,1,0,1,1,1
"9月 18, 1992",0,0,1,1,1,1,1,1,1,0,0,1
"9月 25, 1992",0,0,0,0,1,1,0,1,0,1,0,0
"10月 02, 1992",1,0,1,1,1,1,0,0,0,0,0,1
"10月 09, 1992",0,0,0,0,0,0,0,1,1,1,0,0
"10月 16, 1992",0,0,1,1,1,1,0,0,1,1,1,1
"10月 23, 1992",1,0,1,1,0,0,1,1,1,1,1,1
"10月 30, 1992",0,0,1,1,0,0,1,1,1,0,1,1
"11月 06, 1992",1,0,0,0,1,1,1,1,0,0,0,1
"11月 13, 1992",1,0,0,0,1,1,0,1,0,1,0,0
"11月 20, 1992",0,0,1,1,1,1,0,0,1,1,0,1
"11月 27, 1992",1,0,1,1,1,1,0,1,1,0,0,1
"12月 04, 1992",0,0,0,0,0,1,0,1,0,1,1,0
"12月 11, 1992",0,0,1,1,1,1,1,0,1,0,0,0
"12月 18, 1992",1,0,1,0,0,1,0,0,0,0,1,1
"12月 25, 1992",0,1,0,0,0,0,1,1,0,1,1,1
"1月 01, 1993",1,0,1,1,1,1,1,1,1,0,1,1
"1月 08, 1993",0,0,0,0,1,1,1,1,0,1,1,0
"1月 15, 1993",0,0,1,1,1,1,1,0,1,0,1,0
"1月 22, 1993",1,0,0,0,1,1,1,0,0,1,1,0
"1月 29, 1993",0,1,1,1,1,1,1,0,1,1,0,0
"2月 05, 1993",0,0,1,1,0,0,0,0,1,1,0,0
"2月 12, 1993",1,0,1,1,1,1,0,0,1,0,1,0
"2月 19, 1993",1,0,0,0,1,1,1,0,0,1,0,0
"2月 26, 1993",0,0,1,1,0,0,0,0,1,1,0,0
"3月 05, 1993",1,0,1,1,0,0,0,0,1,1,1,0
"3月 12, 1993",1,0,1,1,0,0,1,0,1,0,0,0
"3月 19, 1993",1,0,0,0,0,0,0,0,0,1,0,0
"3月 26, 1993",0,0,1,1,0,0,0,0,1,1,0,1
"4月 02, 1993",1,0,1,1,0,0,0,1,0,1,0,1
"4月 09, 1993",0,0,1,1,0,0,0,1,1,0,1,0
"4月 16, 1993",1,0,0,0,0,0,1,0,0,1,1,1
"4月 23, 1993",1,0,1,1,0,0,1,1,0,1,0,0
"4月 30, 1993",1,0,1,1,0,0,0,0,0,1,0,1
"5月 07, 1993",0,0,1,1,0,0,0,1,0,1,0,0
"5月 14, 1993",0,0,1,1,0,0,0,0,1,1,0,1
"5月 21, 1993",1,0,1,1,1,1,0,1,1,0,1,1
"5月 28, 1993",1,0,0,0,1,1,1,1,0,0,0,0
"6月 04, 1993",1,1,0,0,0,0,0,0,0,0,0,1
"6月 11, 1993",1,0,0,0,0,0,0,1,0,1,0,1
"6月 18, 1993",1,0,1,1,1,1,0,1,1,1,1,1
"6月 25, 1993",0,0,1,1,0,0,1,1,1,0,1,1
"7月 02, 1993",1,0,0,0,0,0,1,1,0,1,1,1
"7月 09, 1993",1,0,1,1,1,0,1,1,1,1,0,1
"7月 16, 1993",0,0,1,1,0,0,0,1,1,0,0,1
"7月 23, 1993",0,0,0,0,0,0,0,1,0,0,1,1
"7月 30, 1993",0,1,0,0,1,0,1,1,0,1,0,1
"8月 06, 1993",1,0,1,1,0,0,0,1,1,0,1,1
"8月 13, 1993",0,0,0,0,0,0,1,1,0,0,0,1
"8月 20, 1993",0,0,0,0,0,0,0,1,0,1,0,0
"8月 27, 1993",0,1,1,1,0,1,0,0,1,0,1,1
"9月 03, 1993",0,0,0,0,1,1,1,1,0,1,1,1
"9月 10, 1993",0,0,1,1,0,0,1,1,1,0,1,1
"9月 17, 1993",1,0,1,0,1,1,1,1,1,0,1,1
"9月 24, 1993",0,0,0,0,1,1,1,1,0,0,0,0
"10月 01, 1993",1,1,0,0,1,1,0,0,0,1,1,1
"10月 08, 1993",0,0,1,1,1,1,1,1,1,0,0,1
"10月 15, 1993",1,0,0,0,0,0,0,1,0,1,1,1
"10月 22, 1993",0,0,1,1,0,0,1,1,1,1,1,1
"10月 29, 1993",1,0,1,1,1,1,1,1,1,0,0,0
"11月 05, 1993",0,0,0,0,0,0,0,0,0,1,1,1
"11月 12, 1993",0,0,1,1,1,1,1,1,1,0,1,1
"11月 19, 1993",1,1,0,0,1,1,1,1,0,1,0,1
"11月 26, 1993",0,0,1,1,1,1,0,1,1,1,1,1
"12月 03, 1993",1,0,1,1,1,1,1,1,1,1,0,0
"12月 10, 1993",0,0,1,1,0,0,0,0,1,1,0,0
"12月 17, 1993",0,1,1,1,1,1,0,0,1,0,1,1
"12月 24, 1993",0,0,0,0,1,1,1,1,1,0,1,1
"12月 31, 1993",1,0,0,0,1,0,1,1,0,0,1,0
"1月 07, 1994",0,0,0,0,1,1,1,0,0,0,0,0
"1月 14, 1994",1,0,0,0,1,1,0,0,0,0,1,0
"1月 21, 1994",0,0,0,0,0,0,1,0,0,1,1,0
"1月 28, 1994",0,1,1,1,1,1,1,0,1,1,0,0
"2月 04, 1994",1,0,1,1,0,1,0,0,1,0,1,0
"2月 11, 1994",1,0,0,0,0,0,1,0,0,1,1,0
"2月 18, 1994",1,0,1,1,0,0,1,0,1,0,1,0
"2月 25, 1994",0,0,0,0,0,0,1,0,0,1,0,0
"3月 04, 1994",0,0,1,1,0,0,0,0,1,0,0,1
"3月 11, 1994",1,0,0,0,0,0,0,1,0,1,1,0
"3月 18, 1994",0,0,1,1,0,0,1,0,1,0,0,0
"3月 25, 1994",0,0,0,0,0,0,0,0,0,1,0,1
"4月 01, 1994",1,0,1,1,0,0,0,1,0,1,0,0
"4月 08, 1994",1,0,1,1,0,0,0,0,0,1,1,1
"4月 15, 1994",1,0,1,1,0,0,1,1,0,1,1,0
"4月 22, 1994",1,0,1,1,1,1,1,0,0,1,1,1
"4月 29, 1994",0,0,1,1,0,0,1,1,0,0,0,1
"5月 06, 1994",1,0,0,0,1,1,0,1,0,0,1,1
"5月 13, 1994",1,0,0,0,1,1,1,1,0,1,0,0
"5月 20, 1994",0,0,1,1,0,0,0,0,1,0,0,1
"5月 27, 1994",1,0,0,0,0,0,0,1,0,0,1,1
"6月 03, 1994",0,0,0,0,1,1,1,1,0,0,1,1
"6月 10, 1994",1,0,0,0,1,1,1,1,0,0,1,1
"6月 17, 1994",0,0,0,0,0,0,1,1,0,1,0,1
"6月 24, 1994",1,0,1,1,0,1,0,1,1,1,1,1
"7月 01, 1994",0,1,1,1,0,0,1,1,0,1,1,1
"7月 08, 1994",0,0,1,1,1,0,1,1,1,1,0,1
"7月 15, 1994",1,0,1,1,0,0,0,1,1,1,0,1
"7月 22, 1994",0,0,1,1,0,1,0,1,1,0,0,1
"7月 29, 1994",0,0,0,0,0,0,0,1,0,0,0,1
"8月 05, 1994",1,0,0,0,1,1,0,1,0,1,1,1
"8月 12, 1994",1,0,1,1,0,0,1,1,1,0,0,1
"8月 19, 1994",0,0,0,0,1,1,0,1,0,0,1,0
"8月 26, 1994",1,0,0,0,1,1,1,0,0,0,0,1
"9月 02, 1994",0,0,0,0,0,0,0,1,0,0,1,1
"9月 09, 1994",1,0,0,0,1,1,1,1,0,1,1,1
"9月 16, 1994",0,0,1,1,1,0,1,1,1,1,1,0
"9月 23, 1994",0,0,1,1,0,0,1,0,1,1,1,1
"9月 30, 1994",1,0,1,1,1,1,1,1,1,0,1,1
"10月 07, 1994",0,0,0,0,1,1,1,1,1,1,0,0
"10月 14, 1994",0,0,1,1,0,0,0,0,1,0,1,1
"10月 21, 1994",0,0,0,0,0,0,1,1,1,1,1,0
"10月 28, 1994",0,1,1,1,0,0,1,0,1,0,1,0
"11月 04, 1994",1,0,0,0,1,1,1,0,1,0,0,0
"11月 11, 1994",1,0,0,0,1,1,0,0,0,0,1,0
"11月 18, 1994",1,0,0,0,1,1,1,0,0,0,1,1
"11月 25, 1994",1,0,0,0,1,1,1,1,0,0,1,1
"12月 02, 1994",0,1,0,0,1,1,1,1,0,0,0,0
"12月 09, 1994",0,0,0,0,0,0,0,0,0,0,1,0
"12月 16, 1994",1,0,0,0,1,0,1,0,0,1,1,0
"12月 23, 1994",0,0,1,1,0,0,1,0,1,0,0,1
"12月 30, 1994",1,1,0,0,1,1,0,1,0,1,1,1
"1月 06, 1995",1,0,1,1,1,1,1,1,0,0,1,0
"1月 13, 1995",0,0,0,0,1,1,1,0,0,0,1,0
"1月 20, 1995",0,0,0,0,1,1,1,0,0,0,1,0
"1月 27, 1995",0,0,0,0,1,1,1,0,1,1,1,0
"2月 03, 1995",1,0,1,1,1,1,1,0,1,0,1,0
"2月 10, 1995",0,0,0,0,1,1,1,0,0,1,1,0
"2月 17, 1995",1,0,1,1,1,1,1,0,1,0,1,0
"2月 24, 1995",0,0,0,0,0,0,1,0,0,1,0,0
"3月 03, 1995",1,1,1,1,1,1,0,0,1,1,0,0
"3月 10, 1995",0,0,1,1,0,0,0,0,0,1,1,1
"3月 17, 1995",0,0,1,1,0,0,1,1,1,1,1,1
"3月 24, 1995",1,0,1,1,0,0,1,1,1,1,0,1
"3月 31, 1995",1,1,1,1,0,0,0,1,1,0,1,0
"4月 07, 1995",1,0,0,0,0,0,1,0,0,1,0,0
"4月 14, 1995",1,0,1,1,0,1,0,0,0,1,0,1
"4月 21, 1995",1,0,1,1,0,0,0,1,0,0,1,1
"4月 28, 1995",0,1,0,0,1,1,1,1,0,0,0,0
"5月 05, 1995",0,0,0,0,1,1,0,0,0,1,1,1
"5月 12, 1995",0,0,1,1,1,0,1,1,0,0,0,0
"5月 19, 1995",1,0,0,0,0,1,0,0,0,0,0,1
"5月 26, 1995",1,1,0,0,1,1,0,1,0,0,1,1
"6月 02, 1995",0,0,0,0,0,0,1,1,0,0,1,0
"6月 09, 1995",1,0,0,0,0,0,1,0,0,0,1,1
"6月 16, 1995",0,0,0,0,1,1,1,1,0,0,0,0
"6月 23, 1995",1,0,0,0,0,0,0,0,0,1,1,1
"6月 30, 1995",0,0,1,1,0,0,1,1,1,0,0,1
"7月 07, 1995",0,0,0,0,1,1,0,1,0,0,0,1
"7月 14, 1995",1,0,0,0,1,1,0,1,1,0,1,0
"7月 21, 1995",0,0,0,0,0,0,1,0,0,1,0,1
"7月 28, 1995",1,0,1,1,0,0,0,1,1,0,1,1
"8月 04, 1995",0,1,0,0,0,0,1,1,0,1,0,1
"8月 11, 1995",0,0,1,1,0,0,0,1,1,0,0,0
"8月 18, 1995",0,0,0,0,0,0,0,0,0,1,0,0
"8月 25, 1995",1,0,1,1,0,0,0,0,1,1,0,1
"9月 01, 1995",1,0,1,1,1,1,0,1,1,0,1,1
"9月 08, 1995",1,0,0,0,0,0,1,1,0,0,1,1
"9月 15, 1995",1,0,0,0,0,0,1,1,0,0,0,0
"9月 22, 1995",0,0,0,0,1,1,0,0,0,0,0,1
"9月 29, 1995",1,1,0,0,1,1,0,1,0,0,0,0
"10月 06, 1995",0,0,0,0,0,0,0,0,0,0,0,1
"10月 13, 1995",0,0,0,0,0,0,0,1,1,1,1,0
"10月 20, 1995",1,0,1,1,1,1,1,0,1,1,1,0
"10月 27, 1995",1,1,1,1,0,0,1,0,1,1,0,1
"11月 03, 1995",0,0,1,1,0,0,0,1,1,0,0,1
"11月 10, 1995",0,0,0,0,0,0,0,1,0,1,1,0
"11月 17, 1995",1,0,1,1,1,1,1,0,1,1,1,1
"11月 24, 1995",1,0,1,1,1,0,1,1,1,0,0,1
"12月 01, 1995",1,0,0,0,1,1,0,1,0,0,1,0
"12月 08, 1995",1,0,0,0,0,0,1,0,0,1,0,0
"12月 15, 1995",0,0,1,1,1,1,0,0,1,0,1,0
"12月 22, 1995",0,0,0,0,0,0,1,0,0,0,0,1
"12月 29, 1995",1,0,0,0,1,1,0,1,0,1,1,1
"1月 05, 1996",0,0,1,1,0,0,1,1,1,1,1,0
"1月 12, 1996",0,0,1,1,1,1,1,0,1,1,0,0
"1月 19, 1996",1,0,1,1,1,1,0,0,1,0,1,0
"1月 26, 1996",0,0,0,0,1,0,1,0,0,0,1,0
"2月 02, 1996",0,0,0,0,1,1,1,0,0,0,1,0
"2月 09, 1996",0,0,0,0,0,0,1,0,0,0,0,0
"2月 16, 1996",0,0,0,0,0,0,0,0,0,1,0,1
"2月 23, 1996",0,0,1,1,0,0,0,1,1,0,1,0
"3月 01, 1996",1,0,0,0,1,1,1,0,0,1,0,1
"3月 08, 1996",0,1,1,1,0,0,0,1,1,0,1,0
"3月 15, 1996",1,0,0,0,0,0,1,0,0,0,0,0
"3月 22, 1996",1,0,0,0,0,0,0,0,0,0,1,1
"3月 29, 1996",1,0,0,0,0,0,1,1,0,1,0,0
"4月 05, 1996",0,1,1,1,0,0,0,0,0,1,0,1
"4月 12, 1996",1,0,0,1,0,0,0,1,0,0,1,0
"4月 19, 1996",1,0,0,0,1,1,1,0,0,0,1,1
"4月 26, 1996",1,0,0,0,1,0,1,1,0,1,0,1
"5月 03, 1996",1,1,1,1,0,1,0,1,1,0,0,1
"5月 10, 1996",0,0,0,0,0,0,0,1,0,0,0,0
"5月 17, 1996",0,0,0,0,1,1,0,0,0,1,1,1
"5月 24, 1996",1,1,1,1,1,0,1,1,0,1,1,1
"5月 31, 1996",1,0,1,1,1,0,1,1,1,0,1,1
"6月 07, 1996",1,0,0,0,0,0,1,1,0,0,1,1
"6月 14, 1996",0,0,0,0,0,0,1,1,0,1,0,1
"6月 21, 1996",1,0,0,1,1,1,0,1,1,1,1,1
"6月 28, 1996",1,1,1,1,0,0,1,1,1,1,0,1
"7月 05, 1996",0,0,1,1,0,0,0,1,1,0,0,1
"7月 12, 1996",1,0,0,0,0,1,0,1,0,0,0,0
"7月 19, 1996",0,0,0,0,0,0,0,0,0,1,1,0
"7月 26, 1996",0,0,1,1,0,0,1,0,1,0,1,1
"8月 02, 1996",1,0,0,0,0,0,1,1,0,0,1,0
"8月 09, 1996",1,0,0,0,1,1,1,0,0,1,0,1
"8月 16, 1996",0,0,1,1,1,1,0,1,1,1,0,1
"8月 23, 1996",1,0,1,1,0,0,0,1,1,0,0,1
"8月 30, 1996",0,1,0,0,0,0,0,1,0,0,1,1
"9月 06, 1996",1,0,0,0,0,0,1,1,0,0,0,1
"9月 13, 1996",0,0,0,0,1,1,0,1,0,1,0,0
"9月 20, 1996",1,0,1,1,1,1,0,0,0,0,1,0
"9月 27, 1996",1,1,0,0,1,1,1,0,0,0,1,1
"10月 04, 1996",1,0,0,0,0,0,1,1,0,0,0,0
"10月 11, 1996",0,0,0,0,0,0,0,0,0,1,0,0
"10月 18, 1996",1,0,1,1,0,0,0,0,1,0,1,1
"10月 25, 1996",1,0,0,0,0,0,1,1,0,1,1,0
"11月 01, 1996",1,0,1,1,1,1,1,0,1,0,0,0
"11月 08, 1996",0,0,0,0,0,0,0,0,0,0,0,0
"11月 15, 1996",1,0,0,0,0,0,0,0,0,0,0,1
"11月 22, 1996",1,0,0,0,0,1,0,1,0,1,1,1
"11月 29, 1996",0,0,0,1,1,1,1,1,1,0,0,1
"12月 06, 1996",1,1,0,0,1,1,0,1,0,0,0,0
"12月 13, 1996",0,0,0,0,0,0,0,0,0,0,1,0
"12月 20, 1996",1,0,0,0,0,0,1,0,0,1,0,1
"12月 27, 1996",0,0,1,1,1,1,0,1,1,0,1,1
"1月 03, 1997",0,0,0,0,1,1,1,1,0,1,1,0
"1月 10, 1997",0,0,1,1,1,1,1,0,1,0,1,0
"1月 17, 1997",0,0,0,0,1,1,1,0,1,1,1,0
"1月 24, 1997",0,0,1,1,1,1,1,0,1,1,1,0
"1月 31, 1997",1,0,1,1,1,1,1,0,1,1,1,0
"2月 07, 1997",0,0,1,1,1,1,1,0,1,1,0,0
"2月 14, 1997",0,0,1,1,0,0,0,0,1,0,0,0
"2月 21, 1997",1,0,0,0,0,0,0,0,0,0,0,1
"2月 28, 1997",1,0,0,0,0,0,0,1,0,1,0,0
"3月 07, 1997",1,0,1,1,1,1,0,0,1,1,1,0
"3月 14, 1997",1,0,1,1,0,0,1,0,0,0,1,0
"3月 21, 1997",1,0,0,0,0,0,1,0,0,1,1,0
"3月 28, 1997",1,1,1,1,0,0,1,0,1,1,0,0
